id,text,label
3659,11444 83 24583 17256 23904 8503 4198 3470 3144 24583 2106 4054 7505 19608 26475 10449 30353 17281 17256 15107 ， 29547 13712 11295 26336 29296 6762 20244 22705 979 29555 8766 25086 12029 9601 19121 24583 15707 25504,2-6
3660,15991 16825 23980 2199 104 23084 ， 7661 19121 10449 274 2410 9755 24583 22014 4054 10449 21871 29525 10922 8222 22443 ， 16614 6180 7661 19121 28648 2224 16542 16929 15085 29731 21694 27078 11663 12163 12029 29610 7342 23717 26883 7469 ， 22705 8644 21357 24583 26669 4990 28709 3618 19052 16021 27063,1-4
3661,20565 10893 29956 28648 ， 7661 19121 9601 5420 9043 13470 16542 16929 28503 18244 12113 9410 15972 29731 14823 6809 16037 5756 9108 20990 4039 6239 21857 15708 20990 20990 26393 12023 22274 5756 20923 10647 26366 233 21534 4198 9531 26694 648 8224 ， 22705 4274 648 8224 4767 12672 23832 19052 8194 1943,5-30
3662,10922 19047 ， 25483 19121 1654 929 27762 6380 2797 24583 26669 23635 22131 1317 ， 4274 4004 22382 14232 10724 10816 23349 26526 7481 16456 929 13767 27370 21534 1845 5084 12872 21871 25658 12153 28682 27762 6380 2797 2281 16122 10063 17281 11100 12567 27321 15318 14547 24169 24593 13489 15469 28394 1433,2-33
3663,14131 104 12459 5809 5809 15912 10723 10300 10658 29179 8679 16328 2103 4198 ， 18319 17935 9192 13657 19121 21105 3844 19429 9979 2990 16133 ， 19121 2970 6316 23503 30241 20447 10238 6316 23503 30241 19654 8164 6316 23503 30241 17935 9192 23452 6316 23503 30241 9925 19654 27564 24583 1451 6316 23503 19328 13657 20726 13916 2090 2990 4397 17281 17935 9192 13657 13916 2090 12235 4438 2106 23503 ， 23468 25585 4054 2281 7661 19121 19395 22456 23832 27067 17281 29038 3780 24360 9601 3848 13916 2090 12235 10620 8194,5-30
3664,19636 10645 25483 19121 929 648 8224 24540 21326 561 10204 25277 7906 ， 648 8224 7481 16456 8194 25131 25483 19121 29956 25682 14018 26669 233 2103 16328 1845 1396 25572 4397 17281 648 29640 26694 8 21473 22410 23349 26526,6-8
3665,15331 19934 17040 25398 29627 5609 5933 15439 15912 1823 3240 979 26823 11295 14547 13208 30016 23052 5310 15469 ， 1781 12855 10941 27564 5602 9810 27013 19436 17170 17409 ， 17918 25576 5697 23513 2545 10941 27564 2224 18132 13462 14950 ， 20850 1258 11497 11766 979 16456 17918 7558 5609 13516 25473 8644,2-6
3666,12163 8224 13343 28874 1826 15465 5609 28461 15439 ， 1317 2797 979 22443 26336 11513 8513 28503 21473 11283 15185 13535 6653 18679 27013 12196 5602 13846 17281 3110 18496,2-14
3667,19551 17018 1396 29179 8679 12153 12567 ， 29547 26568 24058 26336 19910 23452 9019 10723 17281 5091 29584 5697 10039 10411 19052 15707 5678 7269 4054 16328 17525 22569 104 23084 ， 2797 9601 1242 25398 29627 19910 23452 23635 28025 5697 12163 24073 27013 12196 ， 929 11080 24094 17281 22103 2124 19052 26336 3644 7442 979 26437,2-6
3668,17494 29344 25483 28332 2199 17281 25945 2124 ， 8147 12520 28874 21552 15584 7661 19121 9023 625 14547 5540 3848 8189 15469 23904 21853 1292 929,2-2
3669,4685 6616 16825 26743 1126 9437 104 13839 17525 8679 21534 2103 4198 15098 3636 ， 4004 22382 14232 8100 5119 10647 2281 10723 9601 19654 23832 19052 8100 28136 ， 10893 22157 26096 27 23308 25130 10879 1823 21720 4990 10639 29956 3011,6-15
3670,2281 24965 26694 28682 13535 8322 10647 2281 14547 13343 12163 8194 15469 25682 29003 15098 929 4004 2545 25986 5697 13535 8322 10647 26823 11295 6762 29731 21694 10879 13535 4004 22382 14232 15647 27762 10300 ， 12163 8224 13343 18970 29555 1317 ， 14547 28705 13712 10647 9935 9866 9866 4004 22382 14232 8194 17804 9981 12960 15469,1-9
3671,15991 625 11846 ， 28438 29095 17926 10647 3470 3144 2106 10039 14950 26336 6653 13995 30100 17954 7230 8137 29832 21326 ， 4198 14131 8194 17568 5933 30096 10922 9023 23598 9815 6653 13995 17325 16511 9810 18947 14547 30096 17170 29704 14232 27200 9810 18947 15469,6-15
3672,14950 11342 29498 7230 5379 5124 15991 25483 19121 4685 20447 16337 5669 4198 104 13839 233 1845 4198 104 23084 ， 25483 19121 8100 8147 854 24586 19047 10449 2106 10039 ， 9601 19121 27013 12196 3240 7800 4054 10449 23722 25483 19121 8100 5119 12052 8679 9531 26694 19910 23452 17281 15043 8222,2-3
3673,15305 22208 18313 9428 25398 29627 23084 29498 14547 1258 12331 23904 9963 13535 6837 26154 4198 4004 15647 27762 28943 23025 17281 17861 16542 28010 21371 15469,2-6
3674,2281 25483 19121 26307 18947 12163 8224 13343 14018 26669 648 8224 29640 23349 26526 ， 6636 2337 18661 27357 14298 21738 648 8224 8711 25442 26669 3099 29956 25682 ， 27762 6380 2797 29038 10449 10446 4969 26669 12567 1292 929 ， 22705 1317 14547 979 26823 11295 27450 4772 2545 25986 15469,6-8
3675,15991 23980 1222 ， 2281 12163 8224 13343 24583 2106 10922 4920 29627 15107 25682 ， 3848 2910 25257 23635 22131 20163 25483 19121 ， 19636 10645 10777 14328 20448 6527 5933 929 5933 3099 8335 6635 18890 29000 5602 21649 ， 27363 9981 10777 7481 16456 8194 21552 4873 21473 13114 104 8842 13489 5602 21649 17281 17861 12248,2-33
3676,29296 16542 26417 7269 23084 29498 14547 4990 28709 16614 6180 25483 19121 20089 26856 8644 29296 6762 20244 21004 21450 7493 26154 8641 15316 22705 8644 9000 28543 11342 24583 26669 1053 10059 2970 25163 15469,5-35
3677,11259 19121 19121 3011 23558 24823 12459 14501 6809 3261 11732 20788 20923 16328 16328 8679 233 29179 4198 104 23084 ， 11259 19121 18947 10449 9023 854 24586 2106 10039 ， 14489 11259 233 29179 4198 22014 26082 15107 15562 16825 28332 13462 8808 12790 4198 4938 25682 ， 10647 3262 5120 20048 15707 1938 5602 2066 14950,5-12
3678,10935 6762 2240 16614 6180 28503 17080 20791 23904 16328 8679 233 8251 4198 ， 15991 4198 14131 17937 21853 12459 3644 14501 104 23084 ， 10935 6762 2240 2281 10937 24053 1943 28682 12660 23372 5697 4198 27321 8335 6635 10937 29842 17281 13462 14950 26694 8 10300 2106 10039 ， 1730 27700 10922 15506 17281 12660 23372 9861 9043 22737 413 13554 18244 12772 10300 3828 15506 4198 27321 9861 9043 22737 ， 13535 3218 13462 7875 979 20163 17281,8-27
3679,4685 18430 104 13839 1317 ， 19121 3011 2124 16157 25257 1826 29057 648 14131 9410 4106 9428 22241 28099 2281 8067 30208 11955 25572 16337 17937 16337 10723 24073 18787 12052 19339 28943 15927 19052,2-14
3680,16856 9428 22382 9428 25945 ， 2281 10893 10026 27308 12052 ， 4004 22382 14232 10647 25131 8327 8756 16542 4274 20089 26856 8147 13462 14950,4-7
3681,26772 16328 16328 8679 233 1845 4198 ， 29296 6762 20244 10039 10411 11342 2281 29296 6762 20244 396 11766 17170 23121 17281 4004 26417 22666 28648 13720 9043 ， 27151 26526 4004 12100 5540 10636 23722 29296 6762 20244 19654 8100 8100 5119 ， 23635 8147 4873 26754 5574 15316 1912 17723,6-28
3682,27450 8327 5193 18239 1030 9601 16542 4807 27370 30327 10645 3682 13299 2281 8503 4198 17441 3644 4685 8100 9043 104 23084 13839 9601 ， 929 28648 1451 10039 4054 29212 6259 15469 5420 20823 27370 16328 2103 16037 14547 27700 9815 29235 4938 30096 17170 13716 3994 6653 13995 17281 5193 18239 18079 22410,6-15
3683,2281 8588 8842 20447 26336 8194 24586 21105 23404 26694 8 10922 ， 8766 2990 16133 26096 4274 25483 19121 854 24586 13462 14950,4-7
3684,17060 21114 4106 15912 14051 7390 11497 10300 16045 4274 15682 5489 8194 17799,5-30
3685,1258 274 23182 12235 2106 10039 ， 26096 19636 25483 19121 19121 8194 26526 24586 3828 13516 17281 27363 12590 ， 24583 1451 28438 15912 9379 29640 13995 9979 7481 16456 8194 20715 2115 25483 19121 26417 2738 29640 5379 2187 17281 13846 25399 ， 5933 7442 17568 24583 7923 16542 17281 10786 25504,1-1
3686,11100 12567 19269 19855 19121 12235 25848 10647 13535 9601 19121 14547 10449 4772 10449 16825 15469 8266 30181 17281 17861 26564 13462 14950 20089 26856,4-7
3687,20850 19551 7424 233 2103 2103 18371 1396 14489 25843 14018 26669 18483 8147 8194 1943 ， 28332 1211 854 17281 26526 8 3470 19433 23904 21004 22014,5-30
3688,4496 14232 3240 7800 8194 26437 25473 22382 13846 16640 9192 15647 6653 23904,2-3
3689,2166 7442 ， 14131 3144 5609 8808 19604 10039 ， 929 4004 5602 9810 27013 18451 7481 16456 26096 13535 6653 18679 803 5609 1292 929 12163 8224 13343 17281 28461 26564 3110 18496 29956 10449,2-2
3690,16328 18371 18371 29179 1396 8251 8679 ， 14501 8100 1654 3470 24199 9273 21534 2103 2103 28396 ， 22275 4397 25658 4529 15766 17525 2103 28396 4754 27168 17281 1065 2337 15303 25117,6-15
3691,17441 3644 29525 15098 3636 29498 16328 16328 8679 16328 1845 4198 ， 28648 2224 9023 23832 19052 5216 19052 24808 11342 8194 ， 20447 6872 26855 28461 15316 8194 26526 22705 18970 4471 9601 28648 24808 11342 21004 26694,5-30
3692,4004 8100 10937 13178 17281 14547 19654 29847 15469 29640 15707 24007 13716 3994 6653 13995 15318 27321 6635 10658 4004 6653 13995 24583 15707 25504 26615 11819 9043 27063 2281 9925 8147 17568 24583 17281 9019 12331 21695 705 26096 1341 12567 1341 29099 21823,1-9
3693,2281 10893 29956 4529 ， 9601 19121 20265 2281 19551 18740 929 28648 12170 12846 10300 ， 8644 1341 8067 19328 5420 8067 10879 19121 12235 ， 9090 7247 8718 10879 19328 19269 19855 19948 25672 19121 12235 16802 26669 20163 1258 12331 29401 29625 ， 20850 9672 9379 22705 979 21481 1242,5-35
3694,4004 19121 30100 9023 26366 233 21534 4198 26096 18754 10937 13178 4054 648 16337 27370 233 2103 18529 25504 24965 12248 19340 17281 8808 12790 10026 27308 ， 22705 3218 10722 10059 749 12153 3519 6494 17062 8100 4526 929 10893 9043 30249 21473 15465,5-12
3695,16634 27700 22913 25945 ， 9601 19121 27013 12196 23532 10722 11295 26336 ， 12153 561 10204 19339 1938 10411 6517 ， 979 14477 25585 18890 5602 21649 17281 12960 2124 19433 26059 26366 24058 561 26694 8 17281 6837 26154,2-14
3696,4526 26564 17861 15043 17281 13535 ， 9601 8147 7493 26154 1292 929 15506 9498 19121 12235 8644 14501 27454 26669 3662 5379 2187 ， 7493 26154 1292 929 15506 9498 19121 12235 4274 14501 27454 5933 19052 15506 9498 22275 18754 17281 854 8147 5046 12567 5697 8100 9043 28332 9810,2-2
3697,3630 10723 2281 6527 12163 10922 7269 23084 ， 26564 85 27013 12196 12052 27145 929 1258 6030 2224 10204 5933 19052 8808 12790,1-10
3698,27139 16190 5609 8808 19604 10039 ， 12739 20212 4397 12163 8224 13343 8641 15316 11342 929 29547 8208 10026 11100 6056 ， 7442 4767 25572 17525 17525 5594 17281 14547 10539 16856 29731 803 5609 15469 25131 8327 929 29547 1126 19800 17644 22909,1-9
3699,24058 20163 8503 1845 10446 28438 10300 17281 2124 642 4938 17723 ， 28461 12489 2124 854 11295 7481 8164 8147 17281 1826 29057 5697 16021 15991 ， 25986 749 10941 274 2410 24965 22131 26537 19922 19910 28682 9925 20817 24035 11693 2106 22410 15927 274 4397 3262,2-25
3700,25483 19121 5512 17255 8718 10879 25157 10449 12235 28332 28860 10723 24073 2124 16157 8251 4198 25986 26154 ， 10935 13554 23743 12163 18496 18787 21649 13470 5697 25750 19052 20548 8183 19328 15927 ， 10274 7154 2797 15766 8251 10446 8679 8073 25277 5697 1845 611 25483 12766 19458 17227,2-25
3701,10935 4767 19328 14949 2124 2124 16157 1845 8679 233 1845 4198 20781 13178 ， 12075 29731 29732 16247 3262 5120 6837 11973 27013 12196 ， 22705 2281 8251 4198 11160 15506 1030 10449 274 9019 15439 8189 1406 11295 7481 17281 23904 803 26336 27700 26307 8750,1-9
3702,20565 26669 26748 4198 14131 4274 24711 10937 21874 18132 13447 19121 12235 10620 8194 28648 ， 29547 28874 9283 5111 4274 4198 14131 396 1938 28503 17080 23520 10636 23832 19052 12482 11513 8194 1943,5-30
3703,233 2103 16328 8251 1396 16328 233 8679 ， 23619 7661 28109 2281 28461 15316 14501 8100 10647 15647 23520 15506 29976 22325 10300 1317 ， 14501 8100 29555 10300 22157 726 1357 8073 29057 23052 8100 15707 9007 ， 22705 7875 10300 24199 29003 29732 26564 29832 21326,2-17
3704,28332 13462 19121 23308 25130 10879 26694 8 12163 26417 10647 4274 4004 27762 648 8194 1943 9019 8147 2281 5933 19052 11371 23926 27173 17672 17281 12772 10300 ， 19897 22705 16572 20097 3240 7800 929 3328 27344 10238,5-30
3705,7360 2166 5609 20983 979 141 648 8224 15912 1823 17281 29555 929 10786 25504 29832 21326 ， 20850 13535 2281 929 27151 25483 19121 8147 22410 1506 16456 25501 12772 20164 21322 18917,2-2
3706,14547 7915 17255 6762 14232 9090 23904 5609 20060 18542 12772 19948 25672 17281 9601 19121 23904 5609 13091 21618 25563 24007 ， 26336 10941 19121 5602 9810 24583 1451 3341 1539 26669 7923 25585 18895 1381 17281 6437 6454 ， 1730 7915 9601 19948 15509 979 14477 7464 24583 27700 17281 15318 25504 2705 24007 15469,1-1
3707,10941 23904 19551 7424 18970 4873 7661 19121 26526 8194 25682 7809 26526 24586 26748 1390 25682 ， 10449 10596 10937 24053 1292 929 12163 12660 11693 9410 5292 17281 14328 27013 8147 24426,2-2
3708,1242 1396 12567 10449 10596 20097 23904 8266 26526 25483 19121 27013 12196 368 1744 18417 2628 10937 29842 4397 3262 13462 14950 2199 19506 19506 1258 19897 13535 12446 8718 5489 21004 20449 17281 27067 2124,1-4
3709,19121 13470 3844 24586 8836 28648 2224 9023 22737 927 3712 233 18371 4198 2281 16122 1394 4274 28751 13778 28648 22737 22382 18244 29731 23404 14232 23832 19052 8194 1943,5-30
3710,12075 14232 1881 28874 1943 4873 4054 26564 11020 2545 4004 22382 14232 17281 14547 29640 29095 13516 15469 30241 25203 7469 25483 19121 16542 803 979 8414 28648 19121 24822 6637 28525 12248 30241 6527 15707 14489 25843 17434 9192 19433 29640 8137 12153 28682 30100 7558 648 8224 21105 12846 2797 14547 19269 2124 2705 15707 15469,6-32
3711,12163 8224 13343 10893 4529 1242 3144 2281 2199 2224 8146 10674 10922 9963 10893 9043 2106 25572 240 11526 ， 15337 14314 413 15043 14232 16572 20097 12029 19551 20866 3822 25501 17281 8641 15316,2-11
3712,7442 4198 14131 27013 12196 19897 929 14547 648 8224 23468 4274 15469 16648 12248 25442 1834 25945 2124 18970 10551 1053 10059 2106 9007 ， 25483 19121 4438 8750 19121 30100 9023 22737 12206 13554 16614 6180 19121 3011 2199 8194 25585 7230 20481 752 648 8224 15465 15506 17281 21326 6288 24007 23926,1-4
3713,9601 19121 1317 ， 10777 1292 929 15506 9498 19121 12235 3064 9737 10935 16337 4438 9428 17281 11160 9023 9043 13470,2-2
3714,16122 10063 16567 7923 25585 8223 16856 ， 16614 6180 4004 22382 14232 14547 23347 29344 19121 3011 2124 ， 10059 25203 4529 5046 10879 19642 19654 29296 6762 20244 23452 3099 10238 19052 17281 13869 25130 15469,1-4
3715,16122 29207 22382 12567 13554 25157 25157 22737 22382 648 9410 7342 1881 15912 14051 23635 22131 25945 ， 20823 11080 22204 10411 24007 979 7481 28438 9284 ， 21004 6989 5609 20983 16325 20448 10551 7077,2-33
3716,28874 20097 10449 10446 16542 17281 8282 9379 ， 9963 13535 7821 11497 21871 25658 13535 29555 8766 10355 12763 17281 ， 12640 19636 ， 25483 19121 3218 8503 1258 10941 10636 1396 2281 11259 19121 9023 23598 14547 22208 18244 15469 9810 18947 ， 4873 27357 29555 8766 13535 25483 19121 10355 12763 28874 13535 11259 19121 10355 12763,6-15
3717,651 1841 2106 10039 ， 25483 19121 14018 26669 4685 9601 6653 21209 10063 13839 ， 5697 14018 26669 648 29640 23349 26526 10449 12590 ， 7424 4898 14131 10922 15707 2598 4054 19121 3011 8100 29057 10674 9810 17170 17409 ， 13535 19269 11414 10786 7077 17281 23832 15707,6-8
3718,15991 14547 17018 4198 4004 22382 14232 15469 104 23084 ， 12075 16337 1242 28503 16328 29179 4198 2106 9007 1317 ， 1258 3144 16648 12248 979 8194 1730 25483 19121 26307 18947 12163 8224 13343 9601 7558 7251 8100 5933 4938,1-9
3719,5193 3630 15305 9428 25945 ， 14547 18890 4018 9955 13613 15469 2990 16133 17281 396 15647 13821 13178 9410 7078 29523 15972 18244 9410 10063 16856 8718 10922 19047 16614 6180 ， 13821 19319 22445 17281 25473 20097 5379 1065 625 9755 929 23308 25130 10879 1258 10446 16598 4219 19121 12235 24053 1451 19339 28943,6-29
3720,13778 17170 14232 9090 8100 8147 233 8679 233 8251 4198 1317 15912 14051 12248 19340 10941 26328 10238 20163 6762 13882 21694 16337 235 13778 24540 3011 29057 2545 13613 9000 26313 17281 235 23926 17062 8100 19339 25504 ， 22705 9351 9805 10449 274 19340 2281 13778 29057 6762 13882 21694 16337 10723 24073 17281 235 23926 17062 8100 18529 19052 24586,1-9
3721,979 20163 4873 25658 4529 26336 7558 1258 12331 21473 27700 17281 13767 27370 16328 29179 11732 15784 29265 27369 3261 8251 2103 12021 11100 20097 4397 15069 26669 3662 17281 24808 4472 ， 10893 4529 10037 6762 10539 18244 25257 8644 235 23926 6527 21949 ， 7442 27878 19897 13535 26823 23372 21004 21450 15318 27321 13613,4-7
3722,13778 8147 4767 23926 29627 884 22705 22443 19129 3682 23468 4274 14547 10449 4772 10449 16825 15469 8266 30181 ， 1938 2970 1258 26336 13778 9601 12482 8147 24053 1451 13462 14950 21004 21450 7230 16542 12846 24007,1-1
3723,10893 28648 ， 2281 19121 8194 26564 85 12489 24723 104 22131 4529 ， 25483 19121 19121 30100 9023 22737 10935 20817 14232 25257 8644 19121 8194 24583 26669 10449 1995 2970 ， 1292 929 9765 3262 27700 8100 12331,2-2
3724,25212 15991 4004 22382 14232 18430 1989 29525 104 23084 ， 4004 28648 2224 9023 24583 17256 23904 942 1381 10879 9410 15360 1662 22382 16513 10893 4529 25257 2106 10039 ， 15682 14232 15305 10539 11526 27700 17281 10620 8194 29003 16575 4397 15069 22705 2106 10039 10539 11526 25483 19121 17281 26823 23372 16456 25501 24540 21092,1-1
3725,1258 20448 28628 1116 ， 11259 19121 1053 1396 7481 16456 22410 22007 141 3822 12163 8224 13343 14547 4397 14131 3719 1845 2103 15469 26564 85 17281 6288 24007,1-10
3726,1258 6285 16276 1116 27762 6380 2797 3240 7800 4054 20447 205 27091 3218 8503 21004 26669 17281 26564 85 ， 5120 27762 6380 2797 29732 16247 20791 22993 4274 15682 14232 15305 25572 4397 17281 23349 26526 ， 8322 25284 10647 22410 22007 25682 10645,2-3
3727,28705 13712 16325 20448 4873 ， 12163 8224 13343 26307 18947 10893 4529 19897 25257 2106 10039 ， 14547 19910 23452 13535 9601 19121 17281 10449 9023 625 ， 29547 13712 29732 16247 19551 20866 6837 26154 ， 979 4526 26564 8266 26526 15469,1-9
3728,27762 6380 2797 26307 18947 12660 15085 13343 9410 7915 648 13343 9410 12075 16337 1242 28503 10922 19047 18970 29555 25945 ， 27762 8147 14547 7800 19433 7481 16456 15469 1292 19438 4274 4004 22382 14232 17281 8100 9273 23349 26526,1-9
3729,1938 929 26366 233 1845 4198 14547 1126 28392 15469 26754 22410 ， 233 15766 4198 17281 10039 10411 2705 15707 2617 21720 29936 16542 ， 15912 10723 5609 20983 16856 26669 9019 12331 10564 23628 30241 5682 11178 22160 3499 10723 24583 16163 1116 929 10300 1823 17281 979 141,6-28
3730,25212 15991 11259 28332 2199 17525 8679 16328 15766 4198 104 23084 ， 14489 25843 16328 15766 4198 23635 22131 1317 ， 25483 19121 19800 2281 11259 19121 9023 23598 9601 4938 6653 13995 ， 25473 5368 4397 17281 28394 1433 10647 12640 14547 22208 18244 15469 1292 6653 9810 18947 26313 11259 7923 25112 19701,6-15
3731,3218 25682 ， 29547 24583 2106 929 9601 25483 21473 22410 24058 8773 929 3328 17281 20060 11526 ， 1317 9601 19121 22443 20448 5697 25483 19121 13462 14950 ， 25572 4397 12482 20909 17281 2224 10204,1-1
3732,3644 14045 9601 19121 21105 14186 14684 25483 19121 26307 18947 12163 8224 13343 19047 30016 6200 16328 16328 8679 233 8251 4198 1225 2106 10039 ， 18319 26366 4004 29296 22157 14654 19654 8019 5091 29584 9043 27063 ， 7481 16456 8194 29003 15098 3110 749 12772 4004 22382 14232 26307 18947 13343 1394 2281 13821 4898 4934 10811 233 2103 10620 8194 10922 17281 8194 17799,1-9
3733,4898 15991 28648 8146 17281 104 23084 625 11846 ， 9601 19121 21092 2281 18128 8679 11766 8194 5933 19052 15766 14962 1845 3144 7710 9614 9283 4939 25504 25117 8823 29640 26615 11819 ， 18496 10893 29640 5379 2187 18417 2628 16868 2166 27145 23904 15318 17869,1-9
3734,29038 3780 20212 24360 10879 19855 28503 21473 8194 26526 29430 19910 23404 29731 16856 929 3328 8194 1845 8679 21534 16328 4198 27322 29179 8679 233 4198 2281 27700 25585 13355 23832 19052,5-30
3735,1662 30208 17255 233 2103 16328 8251 1396 29099 24053 12206 12163 19286 2568 2281 25483 19121 ， 13535 4685 20447 205 27091 9437 104 13839 17281 5678 11006 23904 ， 22705 25257 25398 29627 12206 12163 927 21883,2-6
3736,2286 1396 16328 233 8679 21534 4198 ， 25918 30333 2106 10039 ， 9601 25483 12766 396 8194 17799 25682 9601 8147 24583 13178 15098 3636 ， 20781 13178 26154 749 929 20723 17701 8718 7052 19938 28964 5933 19052 7158 7052 6494 3696 ， 22705 20048 15707 20097 5602 2124 15303 17281 8808 7158 4938 17723,5-30
3737,25483 19121 8335 6635 27013 18451 3844 24586 8194 5697 25483 19121 20892 28637 15318 27321 11342 23349 8194 21534 16328 4198 625 28957 24583 2106 2617 1053 ， 1292 929 25483 19121 27013 12196 929 8929 9925 22311 16802 25483 23259 10874 25585 18890 5602 21649,2-2
3738,14950 26336 929 25483 8147 20048 15707 14018 26669 4685 9601 6653 21209 10063 13839 4938 17723 17281 18970 29555 ， 4004 26307 18947 13343 1394 21534 8679 15766 4198 10724 23598 1030 27145 ， 5233 10760 9808 19052 4685 9601 6653 21209 10063 13839,1-9
3739,10893 4529 ， 12163 8224 13343 7230 8808 26564 10238 20163 28648 2224 23601 11703 6837 26154 4274 18244 24822 20244 17281 10786 25504 ， 22705 2281 10922 10446 8679 29003 15098 4054 929 648 8224 24583 15707 16648 12248 17281 9283 5111,5-22
3740,104 22131 1826 26669 29498 14547 16190 2797 13535 9601 19121 5697 4004 22382 14232 ， 2797 29547 19121 12235 16542 23832 24445 21105 16037 11962 12153 21450 8100 9043 2738 23601 ， 2797 29555 2738 17568 24583 4054 19121 3011 15303 21726 4274 23904 6189 1938 5602 26694 8 15469,2-17
3741,20850 4873 25658 4529 26336 7558 ， 20565 4054 4837 13634 17227 20726 10937 29842 ， 28874 16572 20097 26669 21092 2797 29547 18244 19121 5379 2187 2545 5368 23259 929 10893 26154 26526 2106 10039 979 141 17281 10026 27308,2-2
3742,15912 1396 29179 8679 ， 19636 13537 29731 14232 25473 22443 ， 7661 19121 10937 24445 26154 749 20431 3848 ， 29207 5292 19395 15301 14051 5120 20781 13178 19644 28205,1-9
3743,2286 1396 17525 8679 ， 25483 19121 26307 18947 12163 8224 13343 10937 13178 25483 929 13821 17937 3254 26694 8 5697 8067 10879 10723 24073 17281 27700 19339 28543 ， 1826 15465 13778 17170 14232 9090 26336 7915 25130 28018 19328 2990 16133 21004 21450 14547 26883 7469 15469,2-6
3744,15912 2797 29547 3848 2910 4397 24586 19121 17018 1396 21534 8679 30131 4260 4004 22382 14232 28648 2224 854 ， 12153 104 8842 10449 274 4004 22382 14232 4529 12482 17861 10658 16240 2281 7661 19121 8513 11160 24965 17646 21738 10300 ， 4106 10723 25130 10596 16511 4054 15912 10723 3240 7800 23468 4274 2797 9601,2-3
3745,10922 10446 8679 ， 26307 18947 10935 6832 22382 10647 29207 28084 1662 16337 30131 4260 26669 8100 4470 ， 22705 1826 29057 29547 14547 6680 19121 15469,6-34
3746,4898 15991 25483 19121 19121 13470 16157 12553 24583 17256 23904 5015 16856 5489 23372 17281 2617 1053 ， 17060 21114 4106 1845 4198 2281 20447 205 27091 8194 26437 28332 13462 19121 22812 11760 22737 23308 25130 10879 26694 8 12163 26417 26566 15745 20304 ， 12482 8147 26082 15107 4054 23308 10786 25504 17281 6837 26154 8147 12520,5-30
3747,4685 18128 4198 27700 705 13839 1654 1317 ， 28503 17080 10647 2281 16122 10063 29956 19052 8456 19826 25682 15301 27322 13778 9628 ， 4274 2124 19121 26307 18947 10935 6762 2240 9963 4685 1938 11583 8100 4526 8641 12170 23349 749 13839 6809 16037 27369 20788 16037 20923 19328 26694 8 23832 19052 396 2446 8194 1943,5-30
3748,6809 14684 3291 29498 18128 4198 9437 104 20923 19654 28648 29525 16328 8679 8251 4198 12459 4198 4529 ， 2124 19121 26615 24583 27700 10449 1834 17281 14547 16853 7799 13516 15469 27151 26526 2705 15707 ， 20060 10658 10039 10411 11342 4274 23635 28025 24583 15318 4054 23415 22480 17281 11080 24007 5091 29584,6-28
3749,15991 18244 8146 16328 21534 4198 8979 1222 ， 23404 12660 11160 16337 14131 8679 26568 2286 2970 23468 4274 10893 21871 25658 17281 18244 19121 13916 2090 ， 10411 6517 10647 24540 21326 2545 25986,2-33
3750,29547 25945 29498 14547 28705 8644 10941 19121 6809 28648 2224 20923 9023 22737 2106 10039 ， 28705 13712 10539 11526 235 23926 5697 13778 17170 14232 9090 25203 15316 6762 2545 ， 10551 760 12153 15506 9498 4438 884 26417 1823 21720 17983 9614 15469,1-1
3751,23880 8943 9925 2281 9508 11760 10922 24583 28109 ， 25163 4159 8641 15316 11342 4529 2286 6203 29649 ， 22705 23635 22131 16249 14823 396 1938 979 26564 5933 19052 5379 24007 3263 6288,8-27
3752,2937 23743 18244 2106 10039 ， 25483 19121 10647 25131 8327 26417 2738 18496 10723 1390 17861 26564 17281 27762 6380 2797 18496 17255 16337 29731 6762 17062 8100 17170 10723,1-9
3753,10922 19047 3042 ， 25483 19121 10723 8147 2124 16157 2124 854 20817 15682 9925 9410 15745 25130 1030 27145 11444 83 3262 5120 27665 28874 13821 15305 14232 7915 17281 11444 83 27700 705 24199 9531 16021 11760,1-10
3754,29547 2106 10039 ， 25483 19121 2281 16598 22659 10922 21092 2281 26568 24058 7523 3262 ， 25483 19121 10647 8194 26336 2797 24540 21326 2545 25986 25597 4873 25682 19438 ， 22705 16614 6180 648 8224 19121 11160 23503 8456 10449 18679 929 27151 25483 19121 2545 25986,2-17
3755,4198 4529 ， 10539 14765 24583 15318 9672 22014 16542 9815 14823 4925 29401 5834 ， 13821 21004 29207 26568 20781 13178 5933 26313 4990 28709 13994 9007 ， 22949 12170 4470 25848 2281 25131 8327 14395 29940 240 7740 11342,5-35
3756,104 23084 28874 1317 ， 23395 5379 13882 4106 1429 2281 26725 8414 10449 12235 12459 3644 14501 24199 9531 10300 ， 21004 4873 4054 5602 26366 8756 16542 28503 29207 16856 4274 15682 14232 15305 8100 9043 18417 2628 13462 14950 17281 9283 5111,5-22
3757,24061 21987 16575 3940 19335 27160 22007 10722 5602 20592 9601 13516 28461 26564 26336 19286 2568 2281 24061 21987 16575 3940 17281 24798 7990 19335 27160 5697 17935 18581 1396 21004 21450 1230 19085 12170 12846,5-35
3758,13343 1394 18371 8679 16614 6180 28503 17080 1396 11160 2281 979 30181 4529 21004 21209 27063 17281 10026 27308 12052 537 8456 5697 1602 21209 10063,1-4
